"CO","tin_oxide","Benzene","Titan","NOx","Tungsten.oxide","NO2","Tungsten","Indium.oxide","Temperature","Relative.Humidity","Absolute.Humidity"
8.4,1555.5,47.1,1235.7,586.9,795.8,264.1,1356.7,2267.7,-0.9,104.4,2.4
6,1115.7,41.6,1049.2,262.5,706.3,169.3,1847.2,1741.6,11.8,85.7,3.6
7.5,1244.6,45.8,1128.2,345.4,847.5,194.3,1867.2,1807.2,14.3,64.4,3.5
5.9,983.2,36.7,786.8,333.7,1041.9,222.6,1056.9,1398.7,1.6,75.6,2.3
6.3,1122.3,41.2,1081.8,343.8,740.9,196.9,1423,1635.8,13.1,48.1,3.1
6.6,1226.6,41.3,1011.2,417.2,935.4,198.8,1572.9,1739.9,8.6,93.4,3.4
7.3,1135.2,40.3,999,392.7,858.1,218.5,1271.6,1566.5,8,65.8,3.1
4,746.7,24.8,419.6,256.4,1283.8,177.6,584.3,1174.9,1.9,66.6,2.3
4.9,908.7,31.6,657.1,275.1,1223.4,114.3,1112.8,1149.7,8.4,59.9,2.9
6.4,1183.7,38.4,915.5,390,785.9,213.4,1305.9,1497.8,6.7,92.2,3.2
6.5,1207.7,39.1,992.2,348.8,1009.4,213.5,1469,1669,10.7,52.6,2.7
3.5,557.8,26,468,223.5,1354,142.4,922.5,670.4,13.7,58.8,3.3
7.7,1079.8,42,1034.2,252.8,1036,229,1370.6,1363.6,7.5,46,2.3
9.3,1503.9,52.8,1474.9,489.4,695.4,241.3,2150.2,2133.1,11.8,77.3,3.2
6.8,1171.5,42.4,1006.7,280.1,1113.5,172.2,1642.8,1611,13.6,66.9,3.1
7.9,1338.6,52.8,1444.2,411.2,684.5,236.7,2348.8,2073.2,22.3,50.1,3.9
7.6,1277.5,44.7,1086.7,411.3,940.8,239.7,1476.1,1765,10,58.8,3
5.2,904.3,34,709.5,236.4,1170.5,160.6,1438.1,1109.3,12.4,58.5,3.3
4,891.4,26.1,471.6,234.3,1267.6,128.3,851.3,1071,0.7,92.1,2.7
5.3,759.1,36.3,862.5,190.7,1295.4,116.6,1525.7,875.6,14.6,45.7,3.3
6,1137.4,40.1,978.2,361.5,984.8,151.4,1644.5,1542.2,12.3,82.2,3.6
5.3,801.4,30.7,580.2,261.1,1619,147.7,933.2,753.9,5.5,52.1,2.3
7.8,1164.9,45.2,1097.2,456.1,1046.2,212.7,1490.3,1874.2,5.4,73.6,2.8
7.7,1384.3,48.1,1265,401.9,686.6,185.8,1879,2097.5,11,77.6,3.5
5.8,1013.7,38,851.3,319.9,923.9,223.6,1361.8,1372.5,10,66.4,3.1
5.8,1132.7,40.5,949.4,268.5,1019.8,148.7,1856,1670.6,18.2,59.6,3.8
7.3,1173.7,47.6,1185,182.4,1248.3,137.8,2154,1417.8,21.8,20,3.4
3.8,660.8,28.5,466.5,261.2,1480.2,146.6,619.8,1000.6,6.9,60.1,2.7
5.7,983.4,33.6,791.1,258.5,1043.2,175.6,1263.8,1445.2,7.3,83.1,3
4,876.2,28.3,553.3,210.8,1111.8,185.4,914.7,1059.1,7.2,64,2.8
7.5,1433.8,50.4,1325,403.7,901.9,233.9,1881.6,1887.2,9.2,65.6,3
4,825.7,35.3,754.5,192.9,954.2,148.8,1395.1,1284.4,14.9,57.8,3.5
9,1576,49.6,1291.2,500.8,656.5,297.7,1855.5,2228.7,5.9,102.7,3.5
8.9,1553.3,48.6,1264.8,436,643.4,256.2,1812.9,2028.9,7.9,69.4,2.8
4.2,856.6,34.7,723.3,225.8,1384.7,118.5,1391.3,920.8,15.1,49.3,3.2
8.5,1373,47.6,1195.6,542.8,587.4,295.5,1472.8,2203.8,4.5,100,3.1
5.4,1072.9,37,819.2,318,1035.3,190.7,1240.8,1385.8,6.8,67.1,2.7
10.4,1751.3,59.6,1637.2,609.5,311.7,270.8,1958.4,2777.2,6.7,81.6,3.1
6.6,1098.7,45.3,1165.5,301.3,1012.2,225.9,1772.9,1684,17,21.5,3.1
7.7,1262.7,49.3,1224,497.3,630.3,196.6,1764.3,2140.1,8.4,78.7,3.2
6.5,1131,41.5,1030,373.9,841.7,177.6,1873,1670.8,13.3,85.5,3.9
4.1,829,28.1,521.1,293.5,1230.6,188.9,483.6,935.5,3.7,59,2.3
8.8,1347.4,47.7,1227.8,466.4,766.4,240.3,1490.2,2021.9,9.5,65.3,3
7.4,1040.7,43.3,992.5,426.6,988.7,173.8,1436.4,1691.3,3.2,84.6,2.9
8.6,1362.9,47.9,1180.2,497.3,888.9,245.4,1552.9,1997.3,10.3,74.1,3.2
7,1137.2,45.8,1129.7,349.7,928.5,209.5,1401.2,1634.4,9.7,53.7,2.5
5.4,850.3,36.4,838.2,189.6,1080.4,146.4,1528.2,916.8,11.9,57.5,3.2
3.8,637.2,26.9,473,269.3,1211.4,217.5,438.9,713.5,1.2,58.7,1.9
8.9,1686.8,53.3,1451.4,567.3,655.1,258,1964.6,2380.3,4.7,95.9,3.2
6.5,1243.5,45.5,1103.8,225.9,1209.9,85.8,1997.7,1541.7,14.9,51.7,3.3
8.1,1429.3,48.1,1222.9,369.9,809,246.2,1762.4,1876.3,7.6,79.2,3.2
7.9,1350.9,48.6,1257.1,489.9,715.6,251.4,1565.6,2161,7,68.8,2.9
7.4,1160.1,44.9,1079.5,431.9,624.8,218.9,1644.3,1540.8,12.8,80.2,3.5
6.4,1010.7,37.9,801.4,238.2,1142.3,184.8,1385.2,1383.9,10.8,71.5,3.1
3.9,796.9,26.1,488.3,222.2,1478.9,171.2,1003.4,1002,3.7,76.4,2.6
7,1203.5,43.6,1009.3,336.8,852,171,1464.6,1749.7,8.6,73,3.1
4.8,806.3,34.5,785.2,271.3,1189.7,182.7,1341.4,1188.8,14.4,45.2,3.1
6.3,1144.5,39.9,965.8,335.1,869.4,224.9,1432.4,1633.8,5.3,80.6,3
8.2,1202,47.7,1134.6,513.2,871.3,250.7,1380.5,1731.1,5.9,63.3,2.5
9.4,1548.7,57.1,1507.6,454,531,258.4,2236.5,2271.7,14.9,61.3,3.4
6.3,1230,40.9,973.3,225.2,937.2,198.7,1660.6,1687.6,10.2,61.6,3.1
5.7,1078.5,31.5,682.2,415,1176.8,217.1,1020.5,1475.5,3.3,78,2.4
4.7,937.2,34.5,772.6,281.2,1226.7,192,1242.2,1012.3,11.6,62.2,3
4.5,1004.7,27.3,506.7,272.6,1182.9,173.2,709.2,1356.5,1.4,71.7,2.5
9,1470,51.2,1341.7,478.8,836.5,222.7,1907.2,2175.8,4.9,96.1,3.2
7.1,1293.8,45.8,1210.5,386.2,619.6,280.3,1645.8,1937.4,12.7,52.5,2.9
6.8,1374.6,45.3,1167.9,340.4,613.3,174.2,1940.6,1628.3,11.2,83.2,3.6
4.2,813.5,31.5,591.7,112.2,1468.7,101.4,1279.3,1060.8,10.3,51.1,2.7
9.3,1481.2,55.3,1443.1,456.1,720.4,265.8,1995.1,2303.3,9.8,71.7,2.9
6.4,1225,43.8,1070.1,378,930.8,270.9,1379.8,1579.9,15.5,45.8,3.2
7.6,1353.3,48.2,1155.9,431.8,775.4,237.2,1743.4,1978.6,7.6,87.3,2.9
8.3,1226.8,50.4,1295.3,347,911.3,205.4,2061.1,1614.7,17.7,44.8,3.5
4.1,866.1,26.2,474.7,189.8,1392.5,151.1,836.5,987.4,9.5,38.5,2.3
5.2,943.2,31.4,684.4,246,1075.3,138.9,1277,1201.9,9.8,63.3,2.8
8.1,1332.2,47.7,1211,414.7,816.1,270.2,1511.7,2025,6.9,60.4,2.6
7.4,1220.5,40.9,964.1,438.1,893.9,270.4,1212.5,1892.4,4.3,66.4,2.4
6.2,925.1,35.2,816.2,280.8,1205.5,177.9,1100,1186.9,11.2,61.9,3
4.1,680.4,26.2,479.1,192.6,1474.6,147,978.5,929.4,5.8,59.5,2.6
7.9,1236.6,45.9,1133.4,412.1,904.3,251.2,1469.7,1914.7,3,71.5,2.7
3.9,854.6,26.1,475,197.9,1380.7,152.8,809.6,1032,6.5,63.4,2.6
4.9,832.5,33,622.9,285.7,1145.5,162.8,958.3,1047.2,2.2,93.2,2.7
4.8,836.7,33.8,711.6,265.9,1514,162.3,1202.8,961.7,9.1,56.8,2.7
6.5,1079.1,39,936.8,389.2,709,223.4,1279.6,1751.9,6.7,72.9,2.7
7.6,1302.5,43,990.3,384.5,1102.1,219,1537.1,1771.3,4.4,74.9,2.7
4,939.8,30.3,643.7,138.7,1070.1,141.2,1340.3,1102.1,12.2,51.8,3.1
4.8,984.4,33.7,777.9,233.8,1135.1,196,1367.2,1396.1,7.1,78,3.1
6,1071.6,37.3,952.8,198.4,802.1,180.8,1779.6,1405.9,12.1,76.9,3.4
7.2,1174.7,46.1,1167.3,414.2,959.8,231.1,1651.6,1905.8,10.5,60.8,3
4.7,927.2,35.6,826.6,125.9,1030.5,123.4,1660.6,1395.9,10.8,83.5,3.4
5.6,1067.2,34.8,822.2,153.5,1393.4,117.8,1628.2,1209,19.3,38.7,3.4
8.5,1540.1,52.7,1402.6,427.1,526.5,204.6,1974.3,2016.9,8.8,80.7,3.3
7.6,1323.7,45.2,1126,498.2,607.7,200.6,1492.8,1677.8,11.7,67.3,3.2
4,569.4,24.2,339.7,143.4,1540.9,62.7,872.8,565,4.5,76.5,2.7
4.6,997.5,35.1,849.2,184.2,877.6,200,1186.2,1351.4,11.2,47.2,2.9
5.5,1167.9,31,636.5,352.6,1133.8,148.4,1017.9,1421.5,2.3,91.8,2.7
5.5,963.8,31.5,588.7,339.6,1404.8,170.9,942.1,1084.6,5.2,79.7,2.7
3.9,801.5,26.8,494.6,162.1,1096.5,137.9,1291.7,966.8,9.7,89.5,3.3
4.9,846.7,33.8,732.9,288.7,984.1,159.9,1119.6,1439,10.4,62.5,3.1
6.5,983.3,39.9,888.2,274.4,1129,163.1,1406.7,1175.9,13.4,48.5,2.9
9.3,1437.9,58,1549.9,355.3,860.2,233.5,2250.8,2019.5,15.9,47,3.3
5.3,1058.2,38,825.7,267.3,1097.8,172.4,1549.7,1219.6,12.2,96.1,3.6
7.7,1388.7,46.6,1226.6,487.5,672.9,224.4,1512.6,1810.8,3.7,89.2,2.8
10,1581.8,57.3,1581,473.3,667.4,266.5,2313.2,2517.4,16.2,58.9,3.2
5.9,883.9,40.3,994.3,295.5,1333.1,185.8,1494.9,1460,9.6,62.6,3
7.8,1371.2,50,1236.4,418.5,861,202.7,1897.3,2042.2,8.9,72.8,3
4.6,912.3,34.7,807.2,234.7,1168.7,154.6,1505.3,1225.3,12.3,64.6,3.3
6.6,1125.7,40.6,931.9,367.1,1152.6,150.6,1242.5,1513.9,4.6,72.4,2.5
6.4,1047.9,41.2,935.2,341.1,1124.6,176.8,1502.8,1351.1,4.9,82.8,2.8
5.2,917.3,30.1,639,346.2,1192,169.7,840.3,1255.3,3.2,87,2.6
5.6,970.4,34.6,727.5,316.7,1323.6,186.7,1199.5,1235.3,3.4,76.4,2.5
7.7,1409.3,44.6,1181.3,544.5,645.9,269.4,1415.6,2018.7,3.8,105.6,3.2
6.7,1323.4,44.2,1127.1,327.1,776.8,198.4,1876.1,1657.6,10,101.7,3.7
6.1,1150.4,42.7,987.9,331.2,1063.2,157.3,1539.4,1425.1,11.5,73.7,3.4
7.2,1242.5,39.8,940.7,335.7,1090.3,208.7,1236.4,1695.6,7.7,64.5,2.4
7.8,1271.1,46.2,1148.3,355.7,879.3,219.6,1685.6,1638,8.4,55,2.9
4.6,962.4,28.2,529.6,254.7,1059.1,156.6,927,1063.9,6.4,83.4,2.8
7.2,1211.4,48.9,1192.3,337.3,840.7,200.3,1629,1824.8,13.1,45.3,2.7
6.1,1124.4,37.5,859.2,209.7,1205.8,178.8,1563.3,962.5,9.9,64,3
6.3,1046,32.9,680.7,302.7,1255.6,147.4,1010.9,1356.4,2.5,83.6,2.5
4.2,748.1,27.4,445.9,239.6,1148.2,114.9,936.9,928.7,7.1,69.7,2.9
9.5,1688.6,54.2,1486.3,377.3,581.1,256.1,1954.3,2351,11.5,62.4,2.9
9.1,1499.7,53.4,1377.9,533.5,865.5,262.9,1518.8,2318.9,2,86.5,2.6
7.7,1306,44.8,1141,451.1,791.6,212.8,1624.4,2015,8.6,81.9,3.2
3.8,811.8,25.1,508.3,184.6,940.4,133.1,1040.9,768.2,7.4,90.3,3.3
7.7,1254.6,44.1,1124.7,444.1,736.6,231.9,1564.5,1748,5.2,89,2.9
8.8,1423.8,53.2,1385.9,487.2,646.8,258.3,1581.2,2081.7,4.8,82.1,2.8
5.7,1007.4,35.4,822.5,409.4,918.2,204.7,906.7,1290.8,7.9,60.4,2.7
5.4,1081.1,33.8,779.4,275.6,1188,211.2,1238,1428.5,9.9,68.4,2.9
7.1,1005.2,38,879.6,350.4,1236.4,196.1,1187.6,1496.9,5.4,80.7,2.7
5.9,1087.4,37.1,791.5,331.7,1207.7,197.8,1349.5,1399.7,8.2,80.6,3.2
7.9,1154.6,48,1153.9,372.2,1276.9,180,1816.7,1467.6,17,46.7,3.1
7.5,1273,48,1202.4,309.8,782.6,259.6,1710.9,1707,11.2,42.9,2.7
5.2,943.9,33,743.8,314.4,996.7,174.1,1096.7,1539.9,10.1,79.3,3.5
8.1,1389.3,49.9,1310.5,406,800.7,255.2,1778.3,1909.3,10.2,68.8,3
6.1,1028.6,37.7,823.4,346.4,1065.7,214.1,1275.4,1326.4,9.8,56.1,2.7
8.8,1439.6,49.3,1197.5,460,1053.1,296,1555.9,1894.8,7,49,2.4
6.8,1132.9,45.1,1122.2,387.5,957.6,163.9,1590.4,1706.4,12.2,64.1,3.3
3.5,746.1,30.4,603.8,169.2,1561,79,1544.4,619.3,16.3,62.8,3.5
6.1,1094.8,36.6,822.2,365.4,1202.5,206.5,1167.1,1184.6,0.5,90,2.5
4.6,770.6,29.8,530.3,133.6,1432.1,109.1,1300,558.6,11.5,58.6,3.1
5.6,964.8,39.7,909.6,361.3,1152.9,192.9,1126.6,1590.9,7.4,52,2.6
6.9,1207.6,46.3,1210.3,416.7,823.3,253.3,1691.6,1923.6,12.7,56,3.1
8.2,1260.3,47.1,1260,392.9,592.6,231.6,1789.9,1680.4,15,60.6,3.5
6.5,1134.3,40.3,863.1,412,1059.2,234.6,1251.5,1383.7,9.2,64.1,3
6.5,1045.5,43.4,1056.3,329.1,931,198.4,1588.5,1439.8,17.3,45.6,3.5
9.2,1421.7,53.7,1431.4,450,876.3,250.2,2136.1,2120.7,12.5,62.6,3
6.3,1156.3,42.7,1060.6,316.7,1054.9,203.3,1727.5,1712,10.4,73.7,3.1
7,1356.2,46.7,1177.6,271.4,1091.5,141.7,2150.4,1494.7,11.6,74,3.4
6.2,1175.9,40.6,1021.6,252,995.1,172.9,1409.5,1758.5,8.5,63.9,2.4
5.8,1179.4,36.5,799.9,409.5,973.7,184.2,1149.7,1790.7,-1.4,109.1,2.8
7.9,1189.8,42.5,1048.5,517.3,916.3,251.6,897.1,1927.5,-0.7,81,2.2
7.2,1299.5,45.4,1092.6,377.2,932.7,164.6,1632.4,1590.7,10.7,65,3.1
4.9,882.6,34.3,739.2,240.4,1167.8,165.3,1079,1027.9,8.2,60.1,2.6
5.2,1226.1,38.7,859,296.5,911.8,175.1,1583.2,1354.6,10.4,82.9,3.5
7.4,1094.3,44,1074.1,450.8,887,243.8,1386.4,1588.6,8,75.7,2.9
7.7,1214.8,42.8,1141.5,337,502.3,202.7,1833.2,1711.8,14.2,84.9,3.7
8,1480.2,48.6,1272.8,489.4,576.2,263.3,1596.8,1877.1,7.8,69.9,2.7
7.7,1270,45.9,1171.2,445.6,773.5,242.7,1809.9,1766.6,13.2,64.5,3.4
4.5,838.5,28.7,629.4,183.9,1279.3,147.3,1065.6,967.4,10.2,64.8,3
6.3,1063.6,36.4,830.5,499.9,960.5,236,975.2,1602.7,-0.7,94.5,2.3
8.3,1473.2,49.6,1230.1,328.8,854,187.4,1875.4,2146.5,8.8,66,3
7.2,1039.2,43,1032,303.4,967.4,210.1,1391.4,1453.4,6.6,55.5,2.7
4.7,764.1,31.3,568.4,283,1387.4,170.6,847.5,1066.7,9,39.7,2.2
6.2,1164,40.2,907.3,407.5,896.9,240.3,1244.1,1926.7,8,62.7,2.8
8.9,1302.3,52.7,1377.8,393.7,661.7,194.1,2065.6,1945.5,8.9,72.8,3.2
6.9,1204.2,40.6,1033.1,360.4,1031.7,251.8,1385.8,1708.9,4.3,69.6,2.7
4.5,1035.9,30.5,635,159.5,1325,123.9,1368.4,1399.5,8.4,85,3.1
6.1,1194.6,41.8,1015,294.5,896,219.7,1555.1,1615.1,8.8,74.4,2.9
4.9,935.5,30.2,582.7,172.5,1406.1,166.9,1305.6,1104.5,3.6,86.4,2.9
8.5,1530,53.7,1506.1,495,350.7,292.1,1956.4,2165.8,20.4,27.8,3.6
4.7,921.6,31.9,691.9,204.8,1060.5,167.5,1236.6,1045.1,11.6,66.6,3.2
7.6,1081.2,39.1,964.1,349.5,1077.4,233.6,1443.2,1432.1,5.6,69,2.8
5.4,865.4,35.1,846.8,317.4,892.2,215.3,1181.2,1433.9,10.7,49.8,2.8
7.3,1387.7,41.2,995.7,464,630.9,252.8,1385,2117.8,1.3,123.9,3
5.2,773.5,30.3,538.2,238.8,1498.2,111.8,1106.4,873.3,7.7,81.1,2.9
8.4,1298.9,46.7,1117.8,517.4,777.2,262.1,1413.4,1992.3,4.1,97.2,3.1
5.6,1050.1,34.2,666,244.7,1163.9,159.6,1046.7,1153.2,8.1,52.3,2.5
4.9,1073.3,32,799.4,179.3,915.5,155,1470.4,1361.1,12.7,54.7,3.1
9.2,1570,52,1336.9,583.9,520.5,274.6,1551.6,2013.1,6.2,72.3,2.8
4.1,701.1,33.4,747,235.7,1335.2,117.4,1415.5,618.4,13.4,65.1,3.3
6.4,982.4,39.4,852.2,296.5,1207.8,198.3,1347.8,1437.7,5.5,73.3,3.1
6.4,903.7,42.3,994.9,277,1129.7,177.7,1518.8,1323.2,12.8,33.2,2.8
4.2,841.2,31,683.7,64.1,1007.5,181.8,1452.1,806.9,14.6,50.7,3.3
7.9,1243.3,43.7,1066.2,365.5,812.5,223.6,1333.7,1712.1,9.2,65.8,2.9
5.7,857.3,34.5,791.1,256.4,1134.4,184.3,1199.3,1270.6,8.7,67.3,3.1
5,965.7,37.7,762.4,342.5,1108,201.7,1017.7,1288.2,7.6,54.4,2.6
9,1465.4,51.1,1304.7,476.6,648.6,259.5,1631.9,2115.5,4,84.5,2.7
5.3,786.8,33.8,745.3,246.5,1166.9,161.5,1285.5,919.3,10.2,72.6,3.3
9.3,1482.2,54.9,1532.3,454.7,630.8,276,1927.1,2323.2,11.2,62.9,2.9
7.7,1027.8,44.5,982.9,453.5,1136.1,207.1,1257.6,1473.8,4.7,56,2.4
8.4,1387.7,54,1378.4,450.7,786.8,236.9,1928.8,2234.3,9.5,77.6,3.1
6.7,1240.6,37.5,855.9,421,1092.4,230.5,1162.2,1694,-0.1,101,2.7
4.1,789,30.2,533.1,165.3,1380.8,83.3,1251.1,832.6,11.4,78.1,3.5
7,1102,46.6,1187.5,370.3,872.1,209.6,1834.8,1662.8,11.8,68.8,3.4
3.8,798.4,27.5,464.7,264.1,1363,137,513.4,632.7,2.9,62.6,2.3
5.7,1050.7,42.1,1017.9,233.6,1215.8,90.4,1815.3,1292.3,17.5,45.7,3.3
7.7,1400.2,50.5,1353.9,444.7,747.2,218.6,2011,1935.6,15.1,71.9,3.5
7.9,1166.7,45.4,1113.2,347,986.1,210.2,1589.7,1509.5,8.6,62.8,2.9
8,1327.7,49.8,1185.3,471.3,894.5,203.1,1530.5,1687.6,7.3,69.2,2.6
6.3,966.6,39.1,866.8,438.4,1129.7,254.2,1200,1365.3,6.9,57.8,2.8
8.7,1385.9,49.4,1315.4,398,937.8,263.7,1701.3,1962.6,8.6,51.1,2.5
7,1101.5,42.1,991.9,253,958.3,134.4,2014.7,1563.2,12.8,75.9,3.7
6,870.8,31.9,661.1,310.5,1338.1,128.6,1059.2,1034.8,5.2,80.3,3
3.7,974.2,30.9,626.3,55.6,1233.7,106.5,1425.6,990.7,14.2,57,3.4
6.1,962.7,38.1,775.3,366,1263,214.1,675.3,1621.3,-4.6,82.1,2.1
6.2,1117.2,40.4,899.5,197.1,1149.9,136,1719.3,1230.1,5.6,87.6,3
5.6,906.5,33.5,768,306.9,1185.6,144.5,1386.5,1421,10.6,73.8,3.3
7.6,1288.4,48,1188.4,344.7,972.3,157,1843.3,1692,4.5,103.4,3.4
6.4,1002.9,37,821,320.5,1229.1,185.7,1378.5,1428.6,9.7,59.8,3.1
6.4,1047.5,40.1,927,361.1,1018.7,205.3,1248.5,1291.6,14.5,37.4,2.9
6.8,1164.4,42,979.6,349.9,1261.8,205.2,1467.7,1609.2,7.5,56.9,2.7
7.6,1356.2,47.7,1247.9,384.1,874.7,290.6,1585.9,1977.7,12.5,36.9,2.7
4.6,954.2,30,588.3,185.9,1328.3,120.2,1242.4,958,6.6,89.9,3
7.6,1177.9,42.7,1020.4,442.7,757.6,277.3,1019.6,1752.8,3.4,64.6,2.5
7.4,1171.7,47.6,1169.7,418.1,991.5,230.8,1497.9,1614.9,6.9,54.6,2.8
6.8,1364.9,43.2,1093.9,363.5,826.5,201.5,1615,1741.1,12.8,55,3.2
4.7,921.9,31.4,631.7,219.4,1210.1,145.4,1133.1,1064.5,2.4,86.3,2.6
6.8,1137.3,36.9,852.7,542.7,963.2,249.6,819.2,1772.4,-2.9,91.8,2.2
6.7,1148.6,42.3,1008.7,288.2,1138.1,221.6,1571.8,1319,11.3,46.1,2.9
6.6,964.1,37.7,759.2,348.6,1284.3,154.6,1334.7,1260.6,7.9,82.7,3.3
4.7,879.7,32.3,637.7,164,1074.8,188.5,1321.7,1149.3,9.6,65.5,3.3
5.5,886.8,39.7,845.8,369.9,1123.5,148.2,1065.6,1090.4,10.3,70.1,3.1
9,1447.6,53.1,1367.1,576.6,790.4,263.9,1835.2,1996,8.6,73.3,3.3
5.4,967.2,36.2,727.6,149.5,1330.1,140.9,1369.1,1316.6,6.7,73.5,2.7
4.7,698.8,31.9,732.3,70.7,1257.6,130.3,1457.7,619,15.5,48.7,3.2
8.3,1453.9,54.6,1471.5,309.5,702.5,241.7,2228.8,2364.1,12,56.9,3.2
8.2,1312.3,47.1,1207.2,441.1,677.3,220.9,1802.5,1915.8,10.4,91.3,3.5
6.2,1089.5,37.9,939.1,324.6,908.2,239.9,1266.1,1634.9,9.9,49.2,2.8
5.5,1036.5,38.5,809.6,500.1,1061.5,200.6,968.6,1432.3,6.4,83.7,3.1
5.8,1158.2,41.2,1064.9,347.3,992.6,154.5,1960.4,1762.5,16.5,82.1,3.8
6.6,1127.9,40,912.1,294.6,1083.9,130.5,1651.8,1043.5,11.5,79.2,3.8
8.1,1173.7,45.6,1153.9,445.5,918.2,273.9,1291.6,1677.3,5.2,67.3,2.4
7.4,1246.7,43.6,1099.5,317.6,998,186.1,1837.1,1704.3,10.3,91.7,3.5
7.2,1121.1,41.7,957.3,404.1,910.6,199.8,1351,1627.9,7.6,70.4,2.8
5.3,1064.7,34.9,774.7,240.7,1197.9,176.1,1298.1,1380.2,7.2,69.9,2.8
4.5,924.1,27.9,526,189,1185,139.7,1264.8,847.5,4.5,102.1,3.2
8.4,1440.2,51.7,1391.1,409.7,572.4,226.1,1995.4,1981.4,11.5,74.2,3.5
7.4,1297,46.1,1131,422.6,866.3,231.4,1437.5,1780.1,4,58.7,2.5
6,953.7,36.2,763.9,215.1,1288.2,187.2,1558.3,936.9,14.4,49.9,3.2
6.1,1220.7,39.9,935.8,381.9,1079.5,225.6,1292.7,1652.5,8.9,64.9,2.8
7.6,1297.6,42.2,1016.3,426.3,968.7,248.8,1253.1,1908.3,-0.5,98,2.3
6.3,1049.9,37.5,850.6,356.3,1093.4,200.1,1257.5,1626.8,4.1,76.3,2.6
4.5,991.9,28.5,627.6,131.8,1148.1,106.1,1587.7,985.5,10.3,97.5,3.6
7.3,1157.9,43.7,1073.2,479.5,743.9,198.4,1597.8,1731.5,8,93.8,3.5
7.8,1161.4,47.9,1127.7,409.4,993.2,232.1,1787.5,1636.6,16.6,50.7,3.4
5.5,1057.3,32.4,774,313.6,1068.2,214.5,1206.3,1542.8,9.6,68.5,2.9
5.1,841.5,31.5,590.2,271.8,1378.2,150.6,1231.4,1024.3,8.7,82.3,3.2
8.2,1276.4,46.5,1208.7,436.6,754.1,249.5,1420.9,1981.6,6.5,57.3,2.4
8.3,1398.9,51.6,1314.7,492.5,783.5,223.2,1668.2,2022.8,6.7,67.2,2.8
6.3,1292.6,45.6,1151.1,350.6,865.9,181,1514.4,1644.1,9.5,68.5,2.9
3.9,863.5,29.1,557.2,179.7,1305.7,106.7,1144.1,1005.1,10.5,68.2,3.2
7.4,1234.4,44.2,1081.9,426.7,910.2,224,1261.9,1771.7,8,53.5,2.5
8.6,1461,55.3,1531.6,527.7,661.1,289.3,1869.7,1992.5,12.9,54,3
5.7,1011.6,36.7,813,338.1,1055.4,235.6,972.1,1450.4,-0.3,77.4,2.1
6.6,916.2,38.7,818.7,413.3,1002.8,244.9,898.1,1528.2,6.3,49,2.4
9.3,1605.1,53,1515.5,403.7,372.1,244.2,2220.5,2079.6,16,67.3,3.8
3.7,874.4,26.9,471,178.3,1321.2,110.2,1114.6,784.4,8.2,78.3,3.3
7.8,1334.4,49.7,1326.1,340.6,713.8,253.9,1935,1981.1,13.6,39,3.3
6.4,1250.4,40.3,1022,376.7,784.2,190.2,1507.1,1853,10.2,78.4,3.4
9.9,1613.8,57.3,1491.5,507.4,868.4,214.1,2236.9,2241,9.6,69.9,3.3
7.3,1006,43.9,1061.3,392.1,1123.5,237.4,1301.5,1388,10.8,39.7,2.4
5.5,1112.1,34.8,840.7,315.2,1081.6,230.8,1402.4,1444.3,3,91.1,2.6
5.9,1059.2,38.2,922.2,268.5,831.1,200.7,1645.6,1392.9,14.6,66,3.6
7.8,1325.7,43.3,1178.7,346.9,619.5,216.2,1846.8,1779.5,10.4,78.8,3.2
7.6,1233.5,42.8,1090.5,440.1,760.1,267.9,1343.4,1884.3,9.7,60.4,3
4.2,834.5,32.6,668,238.7,1119.8,193.4,1134.6,1122.9,3.4,70.2,2.6
6.2,946.1,38.8,839.1,355.6,1369.3,161.2,1428.9,1508.7,8.2,67.4,2.9
6.4,998.9,38.3,930.2,291.7,1125.4,165.2,1421.7,1062.6,10.5,58.4,3.1
5.4,903.1,34.4,695.1,257.3,1426.3,201.4,1168.5,929.9,8.7,52.7,2.7
5.7,872.8,31,493.4,318.1,1592.3,196.1,704.2,1092.7,0.5,86.2,2.2
6.1,864.4,33.9,669.2,236,1417.7,115.2,1311.8,1041.7,6.7,75.8,3
6.9,1083,40.9,1007,473.2,1066.4,185.7,1578.3,1511.9,16,54.4,3.5
9.7,1469.3,54.4,1430.6,616.5,715,312.3,1594.5,2188.1,3.2,84.9,2.5
6.8,1282.8,42.3,974,420.7,1172.5,215.1,1115.3,1741.1,4.2,63.4,2.3
7.7,1270.1,50.7,1343.6,392,492,240.7,1677,1933.1,15.6,37.7,3.2
5.4,1177.9,38.5,922.7,437.2,994.5,191.8,1251.5,1771.4,3.2,97.9,2.8
5.6,899.8,33.2,632.9,304.6,1074.1,157.6,1209.9,1195.8,9.4,66.5,3.1
6.4,1246.9,40.9,1053.1,368.9,923.9,199,1597.8,1810.8,10.1,48.3,2.7
6.7,1040.7,40.3,858.6,243.7,1267,170.6,1457.2,1163.9,7.7,61.3,2.9
6,1080.9,37.3,898.5,408.1,944.1,234.5,1114.4,1582.7,7.2,60.6,2.6
4.5,902.7,30.6,680.6,276.1,895.7,126.5,1359.8,1300,12.1,69.2,3.6
5.4,1014.8,35.4,742.8,310.5,1056.7,133.4,1300.4,1215.1,1.8,99.5,3.2
